"Date","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
2021-11-08,151.410003662109,151.570007324219,150.160003662109,150.440002441406,55020900,147.075714111328
2021-11-09,150.199996948242,151.429992675781,150.059997558594,150.809997558594,56787900,147.437423706055
2021-11-10,150.020004272461,150.130004882812,147.850006103516,147.919998168945,65187100,144.612091064453
2021-11-11,148.960006713867,149.429992675781,147.679992675781,147.869995117188,4.1e+07,144.563186645508
2021-11-12,148.429992675781,150.399993896484,147.479995727539,149.990005493164,63804000,146.635803222656
2021-11-15,150.369995117188,151.880004882812,149.429992675781,150,59222800,146.645568847656
2021-11-16,149.940002441406,151.490005493164,149.339996337891,151,59256200,147.623184204102
2021-11-17,151,155,150.990005493164,153.490005493164,88807000,150.057510375977
2021-11-18,153.710006713867,158.669998168945,153.050003051758,157.869995117188,137827700,154.339569091797
2021-11-19,157.649993896484,161.020004272461,156.529998779297,160.550003051758,117305600,156.95964050293
2021-11-22,161.679992675781,165.699996948242,161,161.020004272461,117467900,157.419097900391
2021-11-23,161.119995117188,161.800003051758,159.059997558594,161.410003662109,96041900,157.800369262695
2021-11-24,160.75,162.139999389648,159.639999389648,161.940002441406,69463600,158.318542480469
2021-11-26,159.570007324219,160.449996948242,156.360000610352,156.809997558594,76959800,153.303268432617
2021-11-29,159.369995117188,161.190002441406,158.789993286133,160.240005493164,88748200,156.656585693359
2021-11-30,159.990005493164,165.520004272461,159.919998168945,165.300003051758,174048100,161.603408813477
2021-12-01,167.479995727539,170.300003051758,164.529998779297,164.770004272461,152052500,161.08528137207
2021-12-02,158.740005493164,164.199996948242,157.800003051758,163.759994506836,136739200,160.097839355469
2021-12-03,164.020004272461,164.960006713867,159.720001220703,161.839996337891,118023100,158.220779418945
2021-12-06,164.289993286133,167.880004882812,164.279998779297,165.320007324219,107497000,161.622940063477
2021-12-07,169.080001831055,171.580001831055,168.339996337891,171.179992675781,120405400,167.351913452148
2021-12-08,172.130004882812,175.960006713867,170.699996948242,175.080001831055,116998900,171.164688110352
2021-12-09,174.910003662109,176.75,173.919998168945,174.559997558594,108923700,170.656356811523
2021-12-10,175.210006713867,179.630004882812,174.690002441406,179.449996948242,115402700,175.436981201172
2021-12-13,181.119995117188,182.130004882812,175.529998779297,175.740005493164,153237000,171.809967041016
2021-12-14,175.25,177.740005493164,172.210006713867,174.330001831055,139380400,170.43147277832
2021-12-15,175.110000610352,179.5,172.309997558594,179.300003051758,131063300,175.290344238281
2021-12-16,179.279998779297,181.139999389648,170.75,172.259994506836,150185800,168.407745361328
2021-12-17,169.929992675781,173.470001220703,169.690002441406,171.139999389648,195432700,167.31282043457
2021-12-20,168.279998779297,170.580001831055,167.460006713867,169.75,107499100,165.953903198242
2021-12-21,171.559997558594,173.199996948242,169.119995117188,172.990005493164,91185900,169.121429443359
2021-12-22,173.039993286133,175.860000610352,172.149993896484,175.639999389648,92135300,171.712158203125
2021-12-23,175.850006103516,176.850006103516,175.270004272461,176.279998779297,68356600,172.337844848633
2021-12-27,177.089996337891,180.419998168945,177.070007324219,180.330001831055,74919600,176.297302246094
2021-12-28,180.160003662109,181.330001831055,178.529998779297,179.289993286133,79144300,175.280578613281
2021-12-29,179.330001831055,180.630004882812,178.139999389648,179.380004882812,62348900,175.368545532227
2021-12-30,179.470001220703,180.570007324219,178.089996337891,178.199996948242,59773000,174.214935302734
2021-12-31,178.089996337891,179.229995727539,177.259994506836,177.570007324219,64062300,173.599029541016
2022-01-03,177.830001831055,182.880004882812,177.710006713867,182.009994506836,104487900,177.939682006836
2022-01-04,182.630004882812,182.940002441406,179.119995117188,179.699996948242,99310400,175.681381225586
2022-01-05,179.610000610352,180.169998168945,174.639999389648,174.919998168945,94537600,171.00830078125
2022-01-06,172.699996948242,175.300003051758,171.639999389648,172,96904000,168.153610229492
2022-01-07,172.889999389648,174.139999389648,171.029998779297,172.169998168945,86709100,168.319793701172
2022-01-10,169.080001831055,172.5,168.169998168945,172.190002441406,106765600,168.339309692383
2022-01-11,172.320007324219,175.179992675781,170.820007324219,175.080001831055,76138300,171.164688110352
2022-01-12,176.119995117188,177.179992675781,174.820007324219,175.529998779297,74805200,171.604614257812
2022-01-13,175.779998779297,176.619995117188,171.789993286133,172.190002441406,84505800,168.339309692383
2022-01-14,171.339996337891,173.779998779297,171.089996337891,173.070007324219,80440800,169.199661254883
2022-01-18,171.509994506836,172.539993286133,169.410003662109,169.800003051758,90956700,166.002777099609
2022-01-19,170,171.080001831055,165.940002441406,166.229995727539,94815000,162.512619018555
2022-01-20,166.979995727539,169.679992675781,164.179992675781,164.509994506836,91420500,160.831069946289
2022-01-21,164.419998168945,166.330001831055,162.300003051758,162.410003662109,122848900,158.778060913086
2022-01-24,160.020004272461,162.300003051758,154.699996948242,161.619995117188,162294600,158.005706787109
2022-01-25,158.979995727539,162.759994506836,157.020004272461,159.779998779297,115798400,156.206848144531
2022-01-26,163.5,164.389999389648,157.820007324219,159.690002441406,108275300,156.118881225586
2022-01-27,162.449996948242,163.839996337891,158.279998779297,159.220001220703,121954600,155.659378051758
2022-01-28,165.710006713867,170.350006103516,162.800003051758,170.330001831055,179935700,166.520935058594
2022-01-31,170.160003662109,175,169.509994506836,174.779998779297,115541600,170.871398925781
2022-02-01,174.009994506836,174.839996337891,172.309997558594,174.610000610352,86213900,170.705230712891
2022-02-02,174.75,175.880004882812,173.330001831055,175.839996337891,84914300,171.907699584961
2022-02-03,174.479995727539,176.240005493164,172.119995117188,172.899993896484,89418100,169.033432006836
2022-02-04,171.679992675781,174.100006103516,170.679992675781,172.389999389648,82465400,168.749572753906
2022-02-07,172.860000610352,173.949996948242,170.949996948242,171.660003662109,77251200,168.03498840332
2022-02-08,171.729995727539,175.350006103516,171.429992675781,174.830001831055,74829200,171.138046264648
2022-02-09,176.050003051758,176.649993896484,174.899993896484,176.279998779297,71285000,172.557434082031
2022-02-10,174.139999389648,175.479995727539,171.550003051758,172.119995117188,90865900,168.485260009766
2022-02-11,172.330001831055,173.080001831055,168.039993286133,168.639999389648,98670700,165.07878112793
2022-02-14,167.369995117188,169.580001831055,166.559997558594,168.880004882812,86185500,165.313720703125
2022-02-15,170.970001220703,172.949996948242,170.25,172.789993286133,62527400,169.141143798828
2022-02-16,171.850006103516,173.339996337891,170.050003051758,172.550003051758,61177400,168.906188964844
2022-02-17,171.029998779297,171.910003662109,168.470001220703,168.880004882812,69589300,165.313720703125
2022-02-18,169.820007324219,170.539993286133,166.190002441406,167.300003051758,82772700,163.767074584961
2022-02-22,164.979995727539,166.690002441406,162.149993896484,164.320007324219,91162800,160.850021362305
2022-02-23,165.539993286133,166.149993896484,159.75,160.070007324219,90009200,156.689727783203
2022-02-24,152.580001831055,162.850006103516,152,162.740005493164,141147500,159.303375244141
2022-02-25,163.839996337891,165.119995117188,160.869995117188,164.850006103516,91974200,161.368835449219
2022-02-28,163.059997558594,165.419998168945,162.429992675781,165.119995117188,95056600,161.633087158203
2022-03-01,164.699996948242,166.600006103516,161.970001220703,163.199996948242,83474400,159.753646850586
2022-03-02,164.389999389648,167.360000610352,162.949996948242,166.559997558594,79724800,163.042678833008
2022-03-03,168.470001220703,168.910003662109,165.550003051758,166.229995727539,76678400,162.719665527344
2022-03-04,164.490005493164,165.550003051758,162.100006103516,163.169998168945,83737200,159.724273681641
2022-03-07,163.360000610352,165.020004272461,159.039993286133,159.300003051758,96418800,155.936050415039
2022-03-08,158.820007324219,162.880004882812,155.800003051758,157.440002441406,131148300,154.115249633789
2022-03-09,161.479995727539,163.410003662109,159.410003662109,162.949996948242,91454900,159.508911132812
2022-03-10,160.199996948242,160.389999389648,155.979995727539,158.520004272461,105342000,155.172485351562
2022-03-11,158.929992675781,159.279998779297,154.5,154.729995727539,96970100,151.462524414062
2022-03-14,151.449996948242,154.119995117188,150.100006103516,150.619995117188,108732100,147.439315795898
2022-03-15,150.899993896484,155.570007324219,150.380004882812,155.089996337891,92964300,151.814910888672
2022-03-16,157.050003051758,160,154.460006713867,159.589996337891,102300200,156.21989440918
2022-03-17,158.610000610352,161,157.630004882812,160.619995117188,75615400,157.228118896484
2022-03-18,160.509994506836,164.479995727539,159.759994506836,163.979995727539,123511700,160.517196655273
2022-03-21,163.509994506836,166.350006103516,163.009994506836,165.380004882812,95811400,161.887619018555
2022-03-22,165.509994506836,169.419998168945,164.910003662109,168.820007324219,81532000,165.254974365234
2022-03-23,167.990005493164,172.639999389648,167.649993896484,170.210006713867,98062700,166.615631103516
2022-03-24,171.059997558594,174.139999389648,170.210006713867,174.070007324219,90131400,170.394104003906
2022-03-25,173.880004882812,175.279998779297,172.75,174.720001220703,80546200,171.030395507812
2022-03-28,172.169998168945,175.729995727539,172,175.600006103516,90371900,171.891799926758
2022-03-29,176.690002441406,179.009994506836,176.339996337891,178.960006713867,100589400,175.180816650391
2022-03-30,178.550003051758,179.610000610352,176.699996948242,177.770004272461,92633200,174.015960693359
2022-03-31,177.839996337891,178.029998779297,174.399993896484,174.610000610352,103049300,170.922729492188
2022-04-01,174.029998779297,174.880004882812,171.940002441406,174.309997558594,78751300,170.629058837891
2022-04-04,174.570007324219,178.490005493164,174.440002441406,178.440002441406,76468400,174.671829223633
2022-04-05,177.5,178.300003051758,174.419998168945,175.059997558594,73401800,171.363174438477
2022-04-06,172.360000610352,173.630004882812,170.130004882812,171.830001831055,89058800,168.201400756836
2022-04-07,171.160003662109,173.360000610352,169.850006103516,172.139999389648,77594700,168.504852294922
2022-04-08,171.779998779297,171.779998779297,169.199996948242,170.089996337891,76575500,166.498138427734
2022-04-11,168.710006713867,169.029998779297,165.5,165.75,72246700,162.249786376953
2022-04-12,168.020004272461,169.869995117188,166.639999389648,167.660003662109,79265200,164.119430541992
2022-04-13,167.389999389648,171.039993286133,166.770004272461,170.399993896484,70618900,166.801605224609
2022-04-14,170.619995117188,171.270004272461,165.039993286133,165.289993286133,75329400,161.799530029297
2022-04-18,163.919998168945,166.600006103516,163.570007324219,165.070007324219,69023900,161.58415222168
2022-04-19,165.020004272461,167.820007324219,163.910003662109,167.399993896484,67723800,163.86491394043
2022-04-20,168.759994506836,168.880004882812,166.100006103516,167.229995727539,67929800,163.698593139648
2022-04-21,168.910003662109,171.529998779297,165.910003662109,166.419998168945,87227800,162.905639648438
2022-04-22,166.460006713867,167.869995117188,161.5,161.789993286133,84882400,158.373428344727
2022-04-25,161.119995117188,163.169998168945,158.460006713867,162.880004882812,96046400,159.440414428711
2022-04-26,162.25,162.339996337891,156.720001220703,156.800003051758,95623200,153.488800048828
2022-04-27,155.910003662109,159.789993286133,155.380004882812,156.570007324219,88063200,153.263671875
2022-04-28,159.25,164.520004272461,158.929992675781,163.639999389648,130216800,160.184356689453
2022-04-29,161.839996337891,166.199996948242,157.25,157.649993896484,131747600,154.320831298828
2022-05-02,156.710006713867,158.229995727539,153.270004272461,157.960006713867,123055300,154.624328613281
2022-05-03,158.149993896484,160.710006713867,156.320007324219,159.479995727539,88966500,156.112182617188
2022-05-04,159.669998168945,166.479995727539,159.259994506836,166.020004272461,108256500,162.514099121094
2022-05-05,163.850006103516,164.080001831055,154.949996948242,156.770004272461,130525300,153.459426879883
2022-05-06,156.009994506836,159.440002441406,154.179992675781,157.279998779297,116124600,154.184844970703
2022-05-09,154.929992675781,155.830001831055,151.490005493164,152.059997558594,131577900,149.067581176758
2022-05-10,155.520004272461,156.740005493164,152.929992675781,154.509994506836,115366700,151.469345092773
2022-05-11,153.5,155.449996948242,145.809997558594,146.5,142689800,143.616989135742
2022-05-12,142.770004272461,146.199996948242,138.800003051758,142.559997558594,182602000,139.754547119141
2022-05-13,144.589996337891,148.100006103516,143.110000610352,147.110000610352,113990900,144.214996337891
2022-05-16,145.550003051758,147.520004272461,144.179992675781,145.539993286133,86643800,142.675888061523
2022-05-17,148.860000610352,149.770004272461,146.679992675781,149.240005493164,78336300,146.303085327148
2022-05-18,146.850006103516,147.360000610352,139.899993896484,140.820007324219,109742900,138.048828125
2022-05-19,139.880004882812,141.660003662109,136.600006103516,137.350006103516,136095600,134.647094726562
2022-05-20,139.089996337891,140.699996948242,132.610000610352,137.589996337891,137426100,134.882354736328
2022-05-23,137.789993286133,143.259994506836,137.649993896484,143.110000610352,117726300,140.293731689453
2022-05-24,140.809997558594,141.970001220703,137.330001831055,140.360000610352,104132700,137.597839355469
2022-05-25,138.429992675781,141.789993286133,138.339996337891,140.520004272461,92482700,137.754684448242
2022-05-26,137.389999389648,144.339996337891,137.139999389648,143.779998779297,90601500,140.950561523438
2022-05-27,145.389999389648,149.679992675781,145.259994506836,149.639999389648,90978500,146.695220947266
2022-05-31,149.070007324219,150.660003662109,146.839996337891,148.839996337891,103718400,145.910949707031
2022-06-01,149.899993896484,151.740005493164,147.679992675781,148.710006713867,74286600,145.78352355957
2022-06-02,147.830001831055,151.270004272461,146.860000610352,151.210006713867,72348100,148.234344482422
2022-06-03,146.899993896484,147.970001220703,144.460006713867,145.380004882812,88570300,142.519058227539
2022-06-06,147.029998779297,148.570007324219,144.899993896484,146.139999389648,71598400,143.264068603516
2022-06-07,144.350006103516,149,144.100006103516,148.710006713867,67808200,145.78352355957
2022-06-08,148.580001831055,149.869995117188,147.460006713867,147.960006713867,53950200,145.048294067383
2022-06-09,147.080001831055,147.949996948242,142.529998779297,142.639999389648,69473000,139.832946777344
2022-06-10,140.279998779297,140.759994506836,137.059997558594,137.130004882812,91437900,134.431381225586
2022-06-13,132.869995117188,135.199996948242,131.440002441406,131.880004882812,122207100,129.284713745117
2022-06-14,133.130004882812,133.889999389648,131.479995727539,132.759994506836,84784300,130.147399902344
2022-06-15,134.289993286133,137.339996337891,132.160003662109,135.429992675781,91533000,132.764862060547
2022-06-16,132.080001831055,132.389999389648,129.039993286133,130.059997558594,108123900,127.500526428223
2022-06-17,130.070007324219,133.080001831055,129.809997558594,131.559997558594,134520300,128.970993041992
2022-06-21,133.419998168945,137.059997558594,133.320007324219,135.869995117188,81000500,133.196228027344
2022-06-22,134.789993286133,137.759994506836,133.910003662109,135.350006103516,73409200,132.686462402344
2022-06-23,136.820007324219,138.589996337891,135.630004882812,138.270004272461,72433800,135.54899597168
2022-06-24,139.899993896484,141.910003662109,139.770004272461,141.660003662109,89116800,138.87223815918
2022-06-27,142.699996948242,143.490005493164,140.970001220703,141.660003662109,70207900,138.87223815918
2022-06-28,142.130004882812,143.419998168945,137.320007324219,137.440002441406,67083400,134.735321044922
2022-06-29,137.460006713867,140.669998168945,136.669998168945,139.229995727539,66242400,136.490097045898
2022-06-30,137.25,138.369995117188,133.770004272461,136.720001220703,98964500,134.029525756836
2022-07-01,136.039993286133,139.039993286133,135.660003662109,138.929992675781,71051600,136.195953369141
2022-07-05,137.770004272461,141.610000610352,136.929992675781,141.559997558594,73353800,138.774215698242
2022-07-06,141.350006103516,144.119995117188,141.080001831055,142.919998168945,74064300,140.107467651367
2022-07-07,143.289993286133,146.550003051758,143.279998779297,146.350006103516,66253700,143.469985961914
2022-07-08,145.259994506836,147.550003051758,145,147.039993286133,64547800,144.146392822266
2022-07-11,145.669998168945,146.639999389648,143.779998779297,144.869995117188,63141600,142.019088745117
2022-07-12,145.759994506836,148.449996948242,145.050003051758,145.860000610352,77588800,142.98957824707
2022-07-13,142.990005493164,146.449996948242,142.119995117188,145.490005493164,71185600,142.626907348633
2022-07-14,144.080001831055,148.949996948242,143.25,148.470001220703,78140700,145.548248291016
2022-07-15,149.779998779297,150.860000610352,148.199996948242,150.169998168945,76259900,147.214767456055
2022-07-18,150.740005493164,151.570007324219,146.699996948242,147.070007324219,81420900,144.175796508789
2022-07-19,147.919998168945,151.229995727539,146.910003662109,151,82982400,148.028472900391
2022-07-20,151.119995117188,153.720001220703,150.369995117188,153.039993286133,64823400,150.028289794922
2022-07-21,154.5,155.570007324219,151.940002441406,155.350006103516,65086600,152.292846679688
2022-07-22,155.389999389648,156.279998779297,153.410003662109,154.089996337891,66675400,151.057678222656
2022-07-25,154.009994506836,155.039993286133,152.279998779297,152.949996948242,53623900,149.940063476562
2022-07-26,152.259994506836,153.089996337891,150.800003051758,151.600006103516,55138700,148.616638183594
2022-07-27,152.580001831055,157.330001831055,152.160003662109,156.789993286133,78620700,153.704498291016
2022-07-28,156.979995727539,157.639999389648,154.410003662109,157.350006103516,81378700,154.253494262695
2022-07-29,161.240005493164,163.630004882812,159.5,162.509994506836,101786900,159.311935424805
2022-08-01,161.009994506836,163.589996337891,160.889999389648,161.509994506836,67829400,158.331634521484
2022-08-02,160.100006103516,162.410003662109,159.630004882812,160.009994506836,59907000,156.861175537109
2022-08-03,160.839996337891,166.589996337891,160.75,166.130004882812,82507500,162.860702514648
2022-08-04,166.009994506836,167.190002441406,164.429992675781,165.809997558594,55474100,162.546997070312
2022-08-05,163.210006713867,165.850006103516,163,165.350006103516,56697000,162.321243286133
2022-08-08,166.369995117188,167.809997558594,164.199996948242,164.869995117188,60276900,161.849990844727
2022-08-09,164.020004272461,165.820007324219,163.25,164.919998168945,63135500,161.899108886719
2022-08-10,167.679992675781,169.339996337891,166.899993896484,169.240005493164,70170500,166.13996887207
2022-08-11,170.059997558594,170.990005493164,168.190002441406,168.490005493164,57149200,165.403747558594
2022-08-12,169.820007324219,172.169998168945,169.399993896484,172.100006103516,68039400,168.947601318359
2022-08-15,171.520004272461,173.389999389648,171.350006103516,173.190002441406,54091700,170.017608642578
2022-08-16,172.779998779297,173.710006713867,171.660003662109,173.029998779297,56377100,169.860549926758
2022-08-17,172.770004272461,176.149993896484,172.570007324219,174.550003051758,79542000,171.35270690918
2022-08-18,173.75,174.899993896484,173.119995117188,174.149993896484,62290100,170.960021972656
2022-08-19,173.029998779297,173.740005493164,171.309997558594,171.520004272461,70346300,168.378189086914
2022-08-22,169.690002441406,169.860000610352,167.139999389648,167.570007324219,69026800,164.500579833984
2022-08-23,167.080001831055,168.710006713867,166.649993896484,167.229995727539,54147100,164.166778564453
2022-08-24,167.320007324219,168.110000610352,166.25,167.529998779297,53841500,164.461273193359
2022-08-25,168.779998779297,170.139999389648,168.350006103516,170.029998779297,51218200,166.91552734375
2022-08-26,170.570007324219,171.050003051758,163.559997558594,163.619995117188,78961000,160.622894287109
2022-08-29,161.149993896484,162.899993896484,159.820007324219,161.380004882812,73314000,158.423934936523
2022-08-30,162.130004882812,162.559997558594,157.720001220703,158.910003662109,77906200,155.99919128418
2022-08-31,160.309997558594,160.580001831055,157.139999389648,157.220001220703,87991100,154.340148925781
2022-09-01,156.639999389648,158.419998168945,154.669998168945,157.960006713867,74229900,155.066635131836
2022-09-02,159.75,160.360000610352,154.970001220703,155.809997558594,76957800,152.955963134766
2022-09-06,156.470001220703,157.089996337891,153.690002441406,154.529998779297,73714800,151.699417114258
2022-09-07,154.820007324219,156.669998168945,153.610000610352,155.960006713867,87449600,153.103225708008
2022-09-08,154.639999389648,156.360000610352,152.679992675781,154.460006713867,84923800,151.630722045898
2022-09-09,155.470001220703,157.820007324219,154.75,157.369995117188,68028800,154.487396240234
2022-09-12,159.589996337891,164.259994506836,159.300003051758,163.429992675781,104956000,160.436370849609
2022-09-13,159.899993896484,160.539993286133,153.369995117188,153.839996337891,122656600,151.022033691406
2022-09-14,154.789993286133,157.100006103516,153.610000610352,155.309997558594,87965400,152.465103149414
2022-09-15,154.649993896484,155.240005493164,151.380004882812,152.369995117188,90481100,149.578948974609
2022-09-16,151.210006713867,151.350006103516,148.369995117188,150.699996948242,162278800,147.939559936523
2022-09-19,149.309997558594,154.559997558594,149.100006103516,154.479995727539,81474200,151.650314331055
2022-09-20,153.399993896484,158.080001831055,153.080001831055,156.899993896484,107689800,154.026000976562
2022-09-21,157.339996337891,158.740005493164,153.600006103516,153.720001220703,101696800,150.904251098633
2022-09-22,152.380004882812,154.470001220703,150.910003662109,152.740005493164,86652500,149.94221496582
2022-09-23,151.190002441406,151.470001220703,148.559997558594,150.429992675781,96029900,147.674514770508
2022-09-26,149.660003662109,153.770004272461,149.639999389648,150.770004272461,93339400,148.00830078125
2022-09-27,152.740005493164,154.720001220703,149.949996948242,151.759994506836,84442700,148.98014831543
