"Date","VOW3.DE.Open","VOW3.DE.High","VOW3.DE.Low","VOW3.DE.Close","VOW3.DE.Volume","VOW3.DE.Adjusted"
2021-08-12,205.149993896484,208.899993896484,204.300003051758,208.600006103516,678240,128.898574829102
2021-08-13,207.800003051758,210.100006103516,207.149993896484,207.800003051758,659112,128.404235839844
2021-08-16,205.75,206.199996948242,202.100006103516,203,835295,125.438217163086
2021-08-17,202.5,202.649993896484,200.149993896484,200.300003051758,733392,123.769821166992
2021-08-18,201.100006103516,201.300003051758,195.779998779297,198.539993286133,1325533,122.682273864746
2021-08-19,194.199996948242,195.800003051758,192.600006103516,194.839996337891,1197275,120.395965576172
2021-08-20,193.360000610352,193.360000610352,190.5,192.860000610352,1161894,119.172492980957
2021-08-23,196,196,193.5,194.539993286133,646747,120.210601806641
2021-08-24,196.179992675781,199.740005493164,195.399993896484,198.759994506836,786125,122.818206787109
2021-08-25,199.380004882812,202.25,198,199.699996948242,559333,123.399063110352
2021-08-26,198.600006103516,201.449996948242,197.520004272461,200,621505,123.584442138672
2021-08-27,200.050003051758,200.800003051758,198.699996948242,200.75,458406,124.047889709473
2021-08-30,201.350006103516,202.25,200.800003051758,201,305524,124.202377319336
2021-08-31,202.350006103516,203.850006103516,199.179992675781,201.300003051758,844760,124.387741088867
2021-09-01,203.800003051758,204.350006103516,199.979995727539,201.050003051758,664934,124.233268737793
2021-09-02,202.5,203.300003051758,199.979995727539,202.699996948242,687429,125.252822875977
2021-09-03,202.800003051758,204,201.25,201.899993896484,566843,124.758499145508
2021-09-06,202.399993896484,204.100006103516,201.550003051758,202.149993896484,446084,124.912971496582
2021-09-07,201.800003051758,202.449996948242,199.960006713867,200.399993896484,591998,123.831604003906
2021-09-08,198.5,198.619995117188,193.240005493164,194.020004272461,1393820,119.889274597168
2021-09-09,193,196.660003662109,191.800003051758,196.479995727539,891759,121.409362792969
2021-09-10,196.179992675781,198,194.559997558594,195.440002441406,667590,120.766731262207
2021-09-13,195.779998779297,197.300003051758,194.979995727539,196.619995117188,645719,121.495864868164
2021-09-14,196.100006103516,198.660003662109,195.740005493164,197.080001831055,595035,121.78010559082
2021-09-15,196.479995727539,197.699996948242,194.860000610352,196.520004272461,682473,121.43408203125
2021-09-16,196.960006713867,197.179992675781,193.139999389648,193.479995727539,849069,119.555587768555
2021-09-17,194.460006713867,195.220001220703,187.380004882812,189.699996948242,2548512,117.219848632812
2021-09-20,185.139999389648,185.300003051758,178.339996337891,181,2420419,111.84391784668
2021-09-21,182.479995727539,186.619995117188,181.800003051758,183.199996948242,1062608,113.203353881836
2021-09-22,185.100006103516,187.720001220703,183.880004882812,187.119995117188,689561,115.625610351562
2021-09-23,189.119995117188,191,188.300003051758,189.300003051758,790011,116.972686767578
2021-09-24,188.979995727539,191.139999389648,186.580001831055,189.380004882812,543146,117.022117614746
2021-09-27,191.880004882812,192.699996948242,189.320007324219,191.339996337891,879267,118.233238220215
2021-09-28,191.339996337891,194,189.160003662109,190,1022076,117.405220031738
2021-09-29,191.740005493164,196.979995727539,190.5,196.039993286133,1075025,121.137466430664
2021-09-30,197.800003051758,197.800003051758,192.479995727539,193.639999389648,906018,119.654479980469
2021-10-01,190.5,195.139999389648,188.539993286133,193.679992675781,910130,119.679168701172
2021-10-04,192.619995117188,192.820007324219,189.880004882812,190.839996337891,684983,117.924278259277
2021-10-05,190.600006103516,191.899993896484,189.039993286133,191.880004882812,543451,118.566932678223
2021-10-06,190.059997558594,190.320007324219,185.419998168945,186.600006103516,1012196,115.304313659668
2021-10-07,188.979995727539,193.300003051758,188.339996337891,190.520004272461,1019493,117.726539611816
2021-10-08,190.5,191.199996948242,188.660003662109,190,925132,117.405220031738
2021-10-11,189.360000610352,191.259994506836,188.179992675781,190.820007324219,564142,117.911918640137
2021-10-12,188.479995727539,188.940002441406,185.720001220703,188.279998779297,779256,116.342399597168
2021-10-13,188.5,196.580001831055,188.139999389648,193.440002441406,1280551,119.530883789062
2021-10-14,195.320007324219,197.559997558594,194.979995727539,196.059997558594,739485,121.14981842041
2021-10-15,195.800003051758,199.960006713867,195.419998168945,198.660003662109,980498,122.756439208984
2021-10-18,199,199.179992675781,190.940002441406,192.339996337891,957300,118.851165771484
2021-10-19,193.5,194.660003662109,190,190,897438,117.405220031738
2021-10-20,189.399993896484,191.779998779297,182.320007324219,186.820007324219,2066097,115.440231323242
2021-10-21,184.699996948242,194.440002441406,182.979995727539,191.800003051758,1981651,118.517486572266
2021-10-22,192.300003051758,197.240005493164,191.600006103516,196.100006103516,1087852,121.17455291748
2021-10-25,196.300003051758,205.949996948242,195.339996337891,205.25,1773805,126.828536987305
2021-10-26,206.300003051758,208.350006103516,203.350006103516,206.100006103516,1107804,127.353782653809
2021-10-27,205.5,206.850006103516,200.100006103516,203.899993896484,793633,125.994331359863
2021-10-28,199.460006713867,200.399993896484,194.179992675781,194.779998779297,1442631,120.35888671875
2021-10-29,194.279998779297,195.960006713867,191.860000610352,193.820007324219,1222250,119.765693664551
2021-11-01,194.759994506836,196.020004272461,193,194.660003662109,676132,120.284736633301
2021-11-02,194.880004882812,195.600006103516,192.619995117188,193.440002441406,891651,119.530883789062
2021-11-03,192.5,192.960006713867,184.320007324219,185.619995117188,2504670,114.698722839355
2021-11-04,187.539993286133,189.720001220703,185.600006103516,187.800003051758,1202769,116.045799255371
2021-11-05,187.080001831055,195.539993286133,187.080001831055,192.880004882812,1204318,119.184844970703
2021-11-08,189.699996948242,190.720001220703,187.399993896484,187.520004272461,976718,115.872772216797
2021-11-09,187.5,189.720001220703,185.059997558594,185.720001220703,1140770,114.760513305664
2021-11-10,185.899993896484,186.559997558594,184.220001220703,185.600006103516,915458,114.686363220215
2021-11-11,185,186.020004272461,183.740005493164,185.720001220703,905464,114.760513305664
2021-11-12,185.119995117188,189.660003662109,184.539993286133,188,846357,116.169380187988
2021-11-15,187.779998779297,190.199996948242,185.660003662109,188.380004882812,853903,116.404190063477
2021-11-16,188.979995727539,190.759994506836,187.339996337891,188.520004272461,811395,116.490715026855
2021-11-17,186.639999389648,188.220001220703,185.220001220703,187,1034294,115.551445007324
2021-11-18,187,188.399993896484,183.320007324219,185.320007324219,1174134,114.51335144043
2021-11-19,185.139999389648,185.679992675781,178.759994506836,180.639999389648,2004212,111.621482849121
2021-11-22,181.479995727539,181.960006713867,176.520004272461,179.259994506836,1222079,110.768737792969
2021-11-23,177.220001220703,179.139999389648,175.479995727539,177.300003051758,1210550,109.5576171875
2021-11-24,175.279998779297,176.360000610352,171,172.380004882812,2046900,106.517440795898
2021-11-25,171.940002441406,173.300003051758,171.119995117188,172.360000610352,845089,106.505065917969
2021-11-26,167.220001220703,167.779998779297,162.919998168945,163.940002441406,2657035,101.302169799805
2021-11-29,165.5,167.679992675781,163.119995117188,164.520004272461,1471035,101.66056060791
2021-11-30,162.5,163.880004882812,159.720001220703,161.660003662109,2367509,99.893310546875
2021-12-01,164.699996948242,170.179992675781,163.580001831055,167.740005493164,1985949,103.650283813477
2021-12-02,165.679992675781,167.539993286133,163.960006713867,166.559997558594,1243580,102.921119689941
2021-12-03,169.259994506836,169.899993896484,164.240005493164,165.320007324219,1167862,102.154914855957
2021-12-06,167.460006713867,171.539993286133,164.740005493164,170.300003051758,1435998,105.232162475586
2021-12-07,173.720001220703,185,171.479995727539,185,3557627,114.315612792969
2021-12-08,184.339996337891,185.160003662109,182.059997558594,184.339996337891,1300080,113.907791137695
2021-12-09,184.899993896484,187.800003051758,181.960006713867,182.440002441406,1460440,112.733734130859
2021-12-10,181.639999389648,184.880004882812,180.220001220703,180.339996337891,994932,111.436088562012
2021-12-13,181.300003051758,185.240005493164,180.800003051758,182.300003051758,1044182,112.647232055664
2021-12-14,182.820007324219,184.460006713867,181.619995117188,181.619995117188,1013320,112.227027893066
2021-12-15,182.5,183.860000610352,179.339996337891,179.339996337891,905083,110.818168640137
2021-12-16,182.399993896484,184.800003051758,181.5,182.619995117188,1068099,112.84496307373
2021-12-17,181.199996948242,181.360000610352,174.419998168945,176.020004272461,1788057,108.766677856445
2021-12-20,170.600006103516,173.919998168945,168.020004272461,172.380004882812,1076436,106.517440795898
2021-12-21,174.240005493164,175.199996948242,172.380004882812,174.080001831055,609862,107.567909240723
2021-12-22,174.279998779297,175.380004882812,172.600006103516,175.380004882812,481084,108.371200561523
2021-12-23,176.660003662109,178.139999389648,176.179992675781,176.899993896484,528329,109.310440063477
2021-12-27,176.899993896484,178.580001831055,176.240005493164,178.419998168945,415030,110.24967956543
2021-12-28,178.779998779297,180.759994506836,178.5,179.339996337891,427760,110.818168640137
2021-12-29,178.759994506836,179,176.699996948242,177.199996948242,397514,109.495819091797
2021-12-30,177,177.479995727539,176.5,177.479995727539,333679,109.668838500977
2022-01-03,178,182.899993896484,177.399993896484,180.800003051758,945730,111.720336914062
2022-01-04,181.839996337891,188.460006713867,181.600006103516,186.979995727539,1280483,115.539108276367
2022-01-05,187.279998779297,191.119995117188,187.160003662109,191,997809,118.023147583008
2022-01-06,187.300003051758,192.240005493164,186.979995727539,189.100006103516,888814,116.849098205566
2022-01-07,189.720001220703,189.880004882812,186.300003051758,187.740005493164,775354,116.00870513916
2022-01-10,189,191.059997558594,186.179992675781,187.759994506836,900264,116.021072387695
2022-01-11,189,189.199996948242,186.119995117188,188.380004882812,655358,116.404190063477
2022-01-12,189.899993896484,191.259994506836,187.619995117188,188.320007324219,874152,116.367111206055
2022-01-13,187.800003051758,191.160003662109,186.199996948242,190.059997558594,1094322,117.442291259766
2022-01-14,190.639999389648,195,190.100006103516,193.100006103516,1418704,119.320785522461
2022-01-17,194.740005493164,194.940002441406,190.639999389648,192.580001831055,664755,118.999458312988
2022-01-18,191.100006103516,192.860000610352,188.380004882812,190.520004272461,789729,117.726539611816
2022-01-19,189.039993286133,195.139999389648,188.059997558594,191.699996948242,1035857,118.455688476562
2022-01-20,191.619995117188,192.039993286133,188.820007324219,190.720001220703,774560,117.850120544434
2022-01-21,188,188.139999389648,184.440002441406,187.619995117188,1219489,115.9345703125
2022-01-24,185.5,187.240005493164,175.520004272461,176.520004272461,1659950,109.075637817383
2022-01-25,178.699996948242,180.479995727539,175.339996337891,178.259994506836,1140861,110.150810241699
2022-01-26,179.5,185.039993286133,179.380004882812,183.020004272461,985770,113.092124938965
2022-01-27,179.899993896484,187.899993896484,179.539993286133,186.259994506836,1151764,115.094200134277
2022-01-28,186.820007324219,186.820007324219,181.139999389648,183.600006103516,988976,113.45051574707
2022-01-31,185.660003662109,186.160003662109,181.380004882812,183.320007324219,880263,113.277503967285
2022-02-01,184.020004272461,186.440002441406,183.600006103516,185.320007324219,907585,114.51335144043
2022-02-02,186.020004272461,187.779998779297,183.5,184.399993896484,771011,113.944862365723
2022-02-03,183.220001220703,184.539993286133,181.639999389648,181.740005493164,710672,112.301193237305
2022-02-04,182.259994506836,182.619995117188,174.039993286133,176.139999389648,1555866,108.8408203125
2022-02-07,177.039993286133,178.339996337891,175.940002441406,175.940002441406,750166,108.717247009277
2022-02-08,175.960006713867,178.800003051758,174.580001831055,176.460006713867,975318,109.03857421875
2022-02-09,179,189.220001220703,178.240005493164,187.259994506836,1882706,115.712120056152
2022-02-10,188.139999389648,189.020004272461,185.080001831055,187.279998779297,809440,115.724472045898
2022-02-11,184.199996948242,189.520004272461,183.179992675781,188.639999389648,1090653,116.564842224121
2022-02-14,181.899993896484,183.740005493164,179.759994506836,182.699996948242,1366933,112.894378662109
2022-02-15,182.100006103516,188.979995727539,181.020004272461,188.199996948242,1083117,116.292961120605
2022-02-16,187.820007324219,189.899993896484,184.880004882812,186.020004272461,769936,114.945892333984
2022-02-17,186.380004882812,187.619995117188,183.279998779297,184,733963,113.697700500488
2022-02-18,184.119995117188,185.759994506836,178.800003051758,180.100006103516,1001258,111.287796020508
2022-02-21,181.5,182.899993896484,173.179992675781,174.979995727539,1039852,108.124038696289
2022-02-22,168.5,192.800003051758,168.100006103516,188.699996948242,4284172,116.601928710938
2022-02-23,189.160003662109,193.360000610352,186.960006713867,187.080001831055,1641699,115.600891113281
2022-02-24,176,182.720001220703,174.339996337891,176.100006103516,2892957,108.816108703613
2022-02-25,181.759994506836,186.059997558594,177.520004272461,185.320007324219,2256748,114.51335144043
2022-02-28,179.5,181.580001831055,174.259994506836,178.039993286133,2270479,110.014869689941
2022-03-01,176.720001220703,178.679992675781,164.100006103516,164.479995727539,2668369,101.635841369629
2022-03-02,162,166.199996948242,156.559997558594,160,2665692,98.8675537109375
2022-03-03,159.039993286133,161.220001220703,154.559997558594,155.360000610352,2126189,96.0003967285156
2022-03-04,151,152.220001220703,143.160003662109,144.5,3043218,89.2897644042969
2022-03-07,139,142.979995727539,133.139999389648,136.740005493164,3024752,84.4946899414062
2022-03-08,132.820007324219,142,131.300003051758,135.839996337891,2508587,83.9385604858398
2022-03-09,142.600006103516,152.059997558594,139.220001220703,150.320007324219,3037590,92.8860626220703
2022-03-10,151.5,151.979995727539,141.100006103516,143.779998779297,1812150,88.844856262207
2022-03-11,144,149.639999389648,142.600006103516,143.699996948242,1610685,88.7954254150391
2022-03-14,154,156.199996948242,149.399993896484,150,2175942,92.6883392333984
2022-03-15,148.199996948242,152.660003662109,145.419998168945,151,1605287,93.306266784668
2022-03-16,157.660003662109,158.220001220703,153.660003662109,155.639999389648,2479755,96.1734237670898
2022-03-17,158.899993896484,158.899993896484,152.399993896484,155.460006713867,1414860,96.0622024536133
2022-03-18,155.380004882812,156.460006713867,149.860000610352,153.919998168945,2557484,95.1105880737305
2022-03-21,153.179992675781,155.080001831055,151.5,153.759994506836,1077364,95.01171875
2022-03-22,154.520004272461,156.580001831055,152.860000610352,155,1234831,95.777946472168
2022-03-23,156.740005493164,157.460006713867,151.940002441406,152.660003662109,1173710,94.3320083618164
2022-03-24,152.520004272461,153.220001220703,150.679992675781,151.979995727539,973338,93.9118270874023
2022-03-25,152.619995117188,152.679992675781,150.080001831055,151.179992675781,1050901,93.41748046875
2022-03-28,151.580001831055,155.119995117188,151.5,151.740005493164,1028867,93.7635192871094
2022-03-29,154.5,162.380004882812,153.460006713867,159.479995727539,1882430,98.5462417602539
2022-03-30,159.460006713867,159.979995727539,156.479995727539,159.059997558594,1192294,98.2867126464844
2022-03-31,160.880004882812,161.199996948242,156.259994506836,157,1041006,97.0137939453125
2022-04-01,157.639999389648,160.820007324219,156.880004882812,157.580001831055,982550,97.3721923828125
2022-04-04,158.919998168945,160.660003662109,155.720001220703,158.759994506836,1073896,98.1013412475586
2022-04-05,160.300003051758,161.5,155.779998779297,156.740005493164,1149117,96.8531341552734
2022-04-06,156.080001831055,156.5,150.779998779297,152.160003662109,1425985,94.0230560302734
2022-04-07,153.020004272461,153.720001220703,149.699996948242,149.800003051758,1432432,92.5647506713867
2022-04-08,152.779998779297,154.820007324219,151.440002441406,153.039993286133,931143,94.5668182373047
2022-04-11,151.479995727539,152.839996337891,148.380004882812,151.679992675781,832769,93.7264404296875
2022-04-12,148.800003051758,152.020004272461,148,151.100006103516,995714,93.3680648803711
2022-04-13,150,151.800003051758,149.160003662109,151.199996948242,697927,93.4298400878906
2022-04-14,151.679992675781,154.139999389648,147.300003051758,148.979995727539,1611383,92.0580444335938
2022-04-19,148.5,154.259994506836,147.899993896484,153,1133467,94.5420989990234
2022-04-20,154.059997558594,156.820007324219,152.880004882812,155.100006103516,824336,95.8397369384766
2022-04-21,155.380004882812,158.899993896484,154.380004882812,156.740005493164,861010,96.8531341552734
2022-04-22,154.720001220703,156.339996337891,152.539993286133,152.539993286133,973101,94.2578582763672
2022-04-25,149.460006713867,151.160003662109,148.339996337891,149.020004272461,1113506,92.0827713012695
2022-04-26,151.220001220703,151.460006713867,145.080001831055,145.5,1212742,89.9076843261719
2022-04-27,145.899993896484,147.300003051758,141.759994506836,145.5,1083510,89.9076843261719
2022-04-28,147.800003051758,149.619995117188,146.020004272461,147.339996337891,889503,91.0446472167969
2022-04-29,148.580001831055,150.300003051758,148.020004272461,148.940002441406,824127,92.0333404541016
2022-05-02,149,149.220001220703,140,147.220001220703,1156386,90.9705123901367
2022-05-03,148.639999389648,151.119995117188,147.740005493164,150.199996948242,1140555,92.8119125366211
2022-05-04,151.520004272461,153.660003662109,147.220001220703,148.520004272461,970928,91.773811340332
2022-05-05,152.520004272461,153.5,146.559997558594,147.179992675781,1066733,90.9457931518555
2022-05-06,147,147.759994506836,142.940002441406,145.860000610352,1269840,90.1301422119141
2022-05-09,145.880004882812,147.679992675781,142.160003662109,142.720001220703,1155025,88.1898651123047
2022-05-10,145.179992675781,146.119995117188,142.619995117188,142.800003051758,1112745,88.2392959594727
2022-05-11,144.559997558594,148.899993896484,144.160003662109,146.699996948242,1242291,90.6491928100586
2022-05-12,144.100006103516,148,143.619995117188,146.440002441406,1571245,90.4885330200195
2022-05-13,142.559997558594,144.220001220703,140.440002441406,144.199996948242,1350831,93.9548187255859
2022-05-16,143.600006103516,145.520004272461,142.759994506836,144.740005493164,702490,94.3066711425781
2022-05-17,146.179992675781,147.800003051758,145.039993286133,145.919998168945,760147,95.0755157470703
2022-05-18,146.820007324219,147.759994506836,145.5,145.979995727539,724823,95.1146011352539
2022-05-19,144.020004272461,145.320007324219,141.639999389648,145.320007324219,879851,94.6845855712891
2022-05-20,146.479995727539,149.919998168945,145.020004272461,145.679992675781,1108414,94.9191284179688
2022-05-23,148,149.460006713867,145.520004272461,147.820007324219,765952,96.3134765625
2022-05-24,146.5,148.919998168945,144.679992675781,145.440002441406,810939,94.7627563476562
2022-05-25,147.199996948242,147.860000610352,144.380004882812,147.779998779297,796983,96.2874069213867
2022-05-26,148.300003051758,151.460006713867,146.059997558594,151.339996337891,884473,98.6069488525391
2022-05-27,151.139999389648,152.779998779297,149.600006103516,152.240005493164,855870,99.193359375
2022-05-30,153.399993896484,154.779998779297,152.5,153.960006713867,647158,100.314056396484
2022-05-31,154.5,155.880004882812,152.619995117188,154.679992675781,1193371,100.783172607422
2022-06-01,155.880004882812,160.740005493164,155.660003662109,157.800003051758,1178089,102.816032409668
2022-06-02,158.080001831055,160.039993286133,157.259994506836,158.960006713867,582406,103.571846008301
2022-06-03,160.179992675781,160.860000610352,156.679992675781,156.679992675781,576842,102.086280822754
2022-06-06,158.440002441406,159.880004882812,157.160003662109,158.600006103516,478241,103.337287902832
2022-06-07,156.839996337891,157.940002441406,156.139999389648,157.660003662109,537813,102.724822998047
2022-06-08,158.699996948242,159.800003051758,157,159.800003051758,603921,104.119140625
2022-06-09,158.119995117188,159.559997558594,155.600006103516,157.199996948242,700570,102.425094604492
2022-06-10,156.300003051758,156.699996948242,151.339996337891,152.279998779297,886515,99.2194213867188
2022-06-13,148.320007324219,149.339996337891,144,145.179992675781,1318580,94.5933532714844
2022-06-14,146.839996337891,146.880004882812,142.720001220703,144.160003662109,831584,93.9287643432617
2022-06-15,146.300003051758,148.080001831055,145.600006103516,147.059997558594,864342,95.8182830810547
2022-06-16,146.800003051758,146.839996337891,142.220001220703,142.800003051758,842607,93.0426483154297
2022-06-17,143.479995727539,144.039993286133,140.800003051758,141.660003662109,2127352,92.2998657226562
2022-06-20,142.100006103516,144.720001220703,141.300003051758,143.800003051758,598309,93.694206237793
2022-06-21,144.199996948242,147.199996948242,143.600006103516,146.479995727539,639999,95.4403762817383
2022-06-22,144.100006103516,145.460006713867,141.320007324219,144.399993896484,955349,94.0851364135742
2022-06-23,143.860000610352,144.679992675781,138.820007324219,139.059997558594,1082669,90.6058044433594
2022-06-24,140,140.399993896484,135.820007324219,139.179992675781,1384827,90.6839904785156
2022-06-27,140.179992675781,141.960006713867,138.5,138.880004882812,913070,90.4885406494141
2022-06-28,140.5,142.460006713867,139.100006103516,140.820007324219,865477,91.7525634765625
2022-06-29,138.300003051758,138.580001831055,134.440002441406,134.460006713867,1406189,87.608642578125
2022-06-30,133,133.080001831055,124.620002746582,127.419998168945,2514846,83.0216598510742
2022-07-01,126.099998474121,129.199996948242,124.940002441406,127.480003356934,1052751,83.0607604980469
2022-07-04,129.020004272461,129.320007324219,125.959999084473,127,629835,82.7480087280273
2022-07-05,127.980003356934,128.460006713867,120.559997558594,120.800003051758,1552480,78.7083511352539
2022-07-06,122.73999786377,124.160003662109,120.639999389648,120.639999389648,1017681,78.6040954589844
2022-07-07,122.480003356934,127.660003662109,122.339996337891,126.959999084473,1455281,82.7219467163086
2022-07-08,126.879997253418,134.800003051758,126.099998474121,134.460006713867,1834953,87.608642578125
2022-07-11,130.179992675781,132.800003051758,129.259994506836,130.279998779297,901885,84.885124206543
2022-07-12,128.220001220703,130.899993896484,127.099998474121,130.619995117188,913883,85.1066513061523
2022-07-13,129.580001831055,130.100006103516,126.680000305176,128.339996337891,821090,83.62109375
2022-07-14,127.819999694824,130.460006713867,125.019996643066,126.300003051758,904417,82.2919235229492
2022-07-15,127.419998168945,133.139999389648,126.099998474121,132.240005493164,1425117,86.1621856689453
2022-07-18,133.740005493164,138.979995727539,133.699996948242,135.960006713867,946695,88.5859832763672
2022-07-19,134.699996948242,143.119995117188,134.460006713867,141.220001220703,1164283,92.0131759643555
2022-07-20,142.279998779297,142.940002441406,135.539993286133,139.619995117188,1211232,90.9706802368164
2022-07-21,139.919998168945,141.119995117188,134.699996948242,135.880004882812,1119780,88.5338592529297
2022-07-22,135.5,135.800003051758,133.919998168945,134.320007324219,737584,87.5174255371094
2022-07-25,132.5,133.380004882812,128.100006103516,132.639999389648,1680360,86.4228057861328
2022-07-26,131.899993896484,132.020004272461,129.160003662109,130.419998168945,870635,84.9763336181641
2022-07-27,131.059997558594,132.5,129.759994506836,130.800003051758,931454,85.2239379882812
2022-07-28,133,136.360000610352,132.5,135.600006103516,985513,88.3514251708984
2022-07-29,137.399993896484,139,134.720001220703,137.300003051758,1079154,89.4590759277344
2022-08-01,138.440002441406,139.5,137.100006103516,138.619995117188,1042802,90.3191223144531
2022-08-02,137.800003051758,142.619995117188,137.160003662109,141.520004272461,1226804,92.2086563110352
2022-08-03,140.119995117188,144.479995727539,139.720001220703,144.479995727539,1004948,94.1372604370117
2022-08-04,144.479995727539,148.899993896484,143.600006103516,143.600006103516,1155393,93.5638961791992
2022-08-05,143.800003051758,145.539993286133,143.300003051758,143.440002441406,628748,93.4596481323242
2022-08-08,145,146,143.440002441406,145.699996948242,678735,94.9321670532227
2022-08-09,145.300003051758,145.839996337891,142.679992675781,142.860000610352,614326,93.0817337036133
2022-08-10,142,146.539993286133,140.839996337891,145.919998168945,694655,95.0755157470703
2022-08-11,147.139999389648,147.559997558594,145.020004272461,146.940002441406,613452,95.7401123046875
2022-08-12,147.5,148.539993286133,146.679992675781,148.320007324219,785771,96.6392517089844
2022-08-15,148.600006103516,150.020004272461,147.080001831055,150.020004272461,693036,97.7469100952148
2022-08-16,150.399993896484,151.5,149.240005493164,150.600006103516,559821,98.1248168945312
2022-08-17,150.919998168945,151.419998168945,146.800003051758,147,726836,95.7791900634766
2022-08-18,147.300003051758,149.5,146.820007324219,148.919998168945,464479,97.0301895141602
2022-08-19,147.539993286133,148.940002441406,145.460006713867,145.759994506836,750015,94.9712600708008
2022-08-22,145,145.020004272461,137.679992675781,139.399993896484,1190120,90.8273391723633
2022-08-23,138.020004272461,142.720001220703,137.839996337891,142,856180,92.5214080810547
2022-08-24,141.419998168945,142.119995117188,139.139999389648,141.380004882812,594068,92.117431640625
2022-08-25,142.800003051758,144.020004272461,140.199996948242,141.880004882812,488051,92.4432144165039
2022-08-26,142.679992675781,148.139999389648,140.339996337891,140.940002441406,1325939,91.8307495117188
2022-08-29,139.800003051758,144.199996948242,138.559997558594,142.600006103516,704840,92.9123382568359
2022-08-30,143.300003051758,148.740005493164,142.940002441406,145.899993896484,1055228,95.0624694824219
2022-08-31,148.639999389648,149.320007324219,142.139999389648,142.139999389648,1251472,92.6126174926758
2022-09-01,137.479995727539,141.619995117188,137.460006713867,139.619995117188,812479,90.9706802368164
2022-09-02,142.320007324219,148.960006713867,141.380004882812,148.960006713867,1392840,97.0562591552734
2022-09-05,145,146.419998168945,142.479995727539,143.5,1108204,93.4987411499023
2022-09-06,144.940002441406,149.600006103516,144.619995117188,148.820007324219,1148858,96.9650268554688
2022-09-07,147,150.320007324219,146.940002441406,148.720001220703,817314,96.8998718261719
2022-09-08,149.5,150.020004272461,143.699996948242,146.119995117188,1131469,95.2058181762695
2022-09-09,146.5,148.539993286133,145.860000610352,146.979995727539,853184,95.7661666870117
2022-09-12,149.279998779297,152.240005493164,149.139999389648,152,1153285,99.0369873046875
2022-09-13,151.339996337891,153.740005493164,148.720001220703,148.720001220703,1013320,96.8998718261719
2022-09-14,149,151.520004272461,148.660003662109,150.339996337891,1038184,97.9554061889648
2022-09-15,150.979995727539,151.5,147.580001831055,149.300003051758,806818,97.2777862548828
2022-09-16,147.5,147.880004882812,144.699996948242,145.460006713867,3475980,94.7757949829102
2022-09-19,147.380004882812,148.419998168945,143.619995117188,147,1057411,95.7791900634766
2022-09-20,148.380004882812,150.660003662109,146.479995727539,146.899993896484,1207387,95.7140197753906
2022-09-21,145.399993896484,148.259994506836,143.559997558594,147.940002441406,1217124,96.3916549682617
2022-09-22,145.440002441406,149.720001220703,145.160003662109,147.360000610352,916806,96.0137557983398
2022-09-23,147.800003051758,147.800003051758,140.100006103516,140.160003662109,1274006,91.3225326538086
2022-09-26,139.320007324219,140.679992675781,137.059997558594,138.220001220703,1108307,90.0585098266602
2022-09-27,139.899993896484,140.839996337891,136.020004272461,136.740005493164,1253447,89.0942001342773
2022-09-28,135,138.259994506836,132.220001220703,137.899993896484,1343591,89.8500061035156
2022-09-29,138.800003051758,139.080001831055,126.699996948242,128.460006713867,3027096,83.6992950439453
