"Date","MC.PA.Open","MC.PA.High","MC.PA.Low","MC.PA.Close","MC.PA.Volume","MC.PA.Adjusted"
2021-12-01,690,700.900024414062,678.5,697.5,441932,635.820861816406
2021-12-02,688,696,685.200012207031,686.599975585938,452744,625.884582519531
2021-12-03,700,700.400024414062,680.200012207031,685,472844,624.426208496094
2021-12-06,683.799987792969,691.400024414062,674.400024414062,690.099975585938,410554,629.075134277344
2021-12-07,701.299987792969,725,700.5,725,504118,660.889099121094
2021-12-08,723.400024414062,725.700012207031,714.299987792969,714.700012207031,364654,651.499877929688
2021-12-09,718.799987792969,721.599975585938,708.5,715,238921,651.773315429688
2021-12-10,709,714.200012207031,706.599975585938,710,218081,647.215515136719
2021-12-13,713.799987792969,718.099975585938,705.5,709,263596,646.303894042969
2021-12-14,707.299987792969,716,700.099975585938,701.599975585938,288230,639.558166503906
2021-12-15,705,715.099975585938,701,711.900024414062,329720,648.947448730469
2021-12-16,723.200012207031,725,709.599975585938,713.299987792969,423780,650.223693847656
2021-12-17,708,715.900024414062,694.599975585938,699,795828,637.188232421875
2021-12-20,680.200012207031,700.599975585938,678,697.799987792969,377559,636.09423828125
2021-12-21,709.700012207031,711.599975585938,696.700012207031,701.5,309981,639.467224121094
2021-12-22,706,715.700012207031,702,715.400024414062,327128,652.138000488281
2021-12-23,715,722.900024414062,710.099975585938,722,315889,658.154357910156
2021-12-24,720.900024414062,724.599975585938,717.400024414062,717.400024414062,48392,653.961181640625
2021-12-27,717,726.400024414062,715.700012207031,726.299987792969,177954,662.074096679688
2021-12-28,722.700012207031,730.799987792969,720.099975585938,730.799987792969,217145,666.176147460938
2021-12-29,730,733.700012207031,725.700012207031,727.900024414062,168266,663.532653808594
2021-12-30,729.099975585938,735.299987792969,727.5,730,246097,665.446960449219
2021-12-31,727.299987792969,731,724.099975585938,727,100673,662.712219238281
2022-01-03,734,737.5,727.799987792969,731,210987,666.358520507812
2022-01-04,734.599975585938,744.900024414062,734,744,291609,678.208801269531
2022-01-05,742.5,758.5,741.700012207031,758,384196,690.970886230469
2022-01-06,741.400024414062,746.200012207031,727.099975585938,727.099975585938,446581,662.803405761719
2022-01-07,727.400024414062,729.400024414062,710.799987792969,715.799987792969,392865,652.502563476562
2022-01-10,724.200012207031,725.299987792969,701.400024414062,702.700012207031,420089,640.56103515625
2022-01-11,718.099975585938,721.099975585938,704.200012207031,710,370056,647.215515136719
2022-01-12,717.099975585938,718.299987792969,700.5,708.700012207031,432438,646.030517578125
2022-01-13,702.099975585938,704.799987792969,685.400024414062,690,478517,628.984069824219
